CaseID,concern_bomb,concern_cyber,severity_bomb,severity_cyber,publicKnow_bomb,publicKnow_cyber,expertKnow_bomb,expertKnow_cyber,cas_bomb,cas_cyber,likely_bomb,likely_cyber,risk_bomb,risk_cyber,DOV_XPARTY7,DOV_IDEO,DOV_REL2,PPAGE,ppagect4,PPEDUCAT,PPETHM,PPGENDER,PPINCIMP,PPREG4,ppreg9,PPNET,KnowGen,Pol_econ,Pol_survMusl,Pol_force,Pol_screenUS,Pol_screenForg,Pol_immig,Pol_refugME,Pol_trackPh,issue_econ,issue_immig,issue_debt,issue_energy,issue_health,issue_climate,issue_terror,issue_envi,issue_ineq,issue_women,inform_papers,inform_Fox,inform_CNN,inform_MSNBC,inform_network,inform_online,inform_radio,inform_socialMedia,safetyGen,Fear_self,Fear_family,Fear_friend
129,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,4,5,51,3,3,1,0,17,3,7,1,1,1,3,3,3,3,5,5,4,4,4,4,1,4,1,4,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1
130,4,4,4,4,4,2,4,4,5,5,3,3,4,4,5,7,4,71,4,3,1,0,11,3,5,1,3,4,3,4,4,3,5,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,1,4,4,2,2,3,4,4,4
131,4,2,4,3,4,3,4,2,4,5,4,1,5,2,5,4,2,52,3,2,1,1,16,1,1,1,3,3,2,2,4,5,1,2,5,3,1,2,2,3,3,3,3,3,1,3,2,2,2,4,1,1,1,3,1,1,1
132,3,2,2,4,1,1,2,2,3,5,4,2,3,5,5,4,4,31,2,4,1,0,13,2,3,0,2,3,3,4,3,4,4,4,2,3,2,3,3,2,4,3,4,2,1,1,2,3,2,2,2,2,1,2,2,2,2
133,1,2,2,3,3,3,2,3,2,3,2,1,3,2,3,5,2,46,3,1,5,1,10,4,9,1,2,3,3,2,4,4,3,4,3,4,3,2,3,3,2,2,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1
134,4,2,3,3,2,1,2,2,4,5,2,2,2,2,5,4,4,48,3,4,1,0,15,4,9,1,3,3,1,3,4,4,2,2,4,3,1,2,2,3,2,1,2,1,1,4,1,3,2,4,4,3,1,1,1,1,1
135,2,2,2,4,2,1,2,2,3,5,2,2,3,2,6,4,6,36,2,2,4,0,11,3,5,1,1,3,1,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,1,1,3,1,3,1,1,1,4,2,2,2
136,2,1,3,3,2,1,2,2,4,4,3,2,3,3,7,3,6,40,2,3,1,1,14,3,7,1,1,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,3,2,2,2,3,2,2,2
137,1,1,3,3,1,1,2,2,3,4,1,1,2,2,2,6,2,36,2,4,1,0,17,2,3,1,1,3,1,2,2,2,2,3,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1
138,3,4,2,3,1,1,1,2,2,5,3,1,3,3,5,2,6,32,2,3,1,0,13,2,3,1,2,2,1,3,1,5,3,5,1,4,2,2,2,4,3,3,2,1,1,1,1,1,1,2,4,1,2,3,2,2,2
139,3,3,3,4,2,1,3,2,3,5,4,3,5,4,3,5,1,56,3,4,3,0,15,3,7,1,4,1,3,2,4,5,2,4,2,3,3,3,2,3,1,4,3,1,3,4,4,4,4,4,4,4,1,3,1,3,3
140,1,1,2,4,1,1,1,4,3,5,3,3,1,4,3,4,6,59,3,4,1,0,19,4,9,1,4,1,3,3,1,2,5,5,1,3,3,4,1,3,1,1,2,2,1,3,1,1,1,1,3,3,1,1,1,1,1
141,2,1,4,2,3,1,4,2,4,3,3,1,4,3,2,7,4,76,4,1,1,0,14,2,3,1,3,2,4,1,5,5,5,5,5,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,1,1,3,2,1,1,2
142,2,2,4,4,2,2,2,2,5,5,2,2,3,3,3,5,4,24,1,4,1,0,16,1,2,1,2,3,4,3,5,5,3,3,5,4,4,4,4,4,3,4,3,3,3,2,2,2,2,2,2,2,1,3,2,2,2
143,3,2,2,3,3,1,2,2,3,1,2,1,3,2,7,2,5,48,3,3,3,1,17,1,2,1,3,3,1,1,3,4,1,1,2,3,2,3,2,2,4,3,3,3,4,2,1,4,1,2,4,1,2,2,1,1,1
144,2,2,4,4,3,2,2,1,4,5,3,3,3,3,7,3,3,69,4,1,4,0,14,3,7,1,2,2,2,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2
145,3,3,4,4,3,3,3,3,4,4,4,4,4,4,5,5,6,37,2,2,4,1,1,1,2,1,2,2,2,2,4,4,4,4,4,3,4,3,2,4,3,3,3,3,4,2,2,1,2,2,1,2,2,4,3,3,3
146,3,2,3,3,4,4,3,3,3,3,3,3,3,3,6,4,4,22,1,3,1,1,19,3,6,0,1,3,3,3,4,4,3,3,4,2,1,2,1,2,2,3,3,2,3,1,1,1,1,1,2,1,2,3,3,3,3
147,2,2,3,3,2,2,2,2,2,2,3,3,3,3,6,5,5,67,4,2,1,1,14,1,2,1,2,3,2,2,4,4,4,4,4,3,3,3,2,3,3,4,3,2,3,2,2,2,2,2,2,1,1,3,2,2,2
148,3,2,4,4,3,1,3,4,4,3,3,2,4,3,1,6,2,83,4,3,1,1,12,4,9,1,3,1,4,4,4,4,4,5,1,3,4,3,2,4,1,4,2,1,1,3,4,3,2,3,2,2,2,4,1,1,1
149,2,3,4,4,2,1,2,2,4,5,2,3,5,5,7,4,6,55,3,1,1,1,10,2,4,1,1,2,1,1,5,5,3,3,5,4,1,4,4,4,4,2,4,4,4,1,1,2,1,1,1,1,1,3,2,2,2
150,2,2,4,4,1,1,3,3,3,5,3,2,3,3,1,6,5,57,3,3,1,1,16,3,7,1,1,2,2,2,5,5,4,5,5,3,4,4,4,4,2,4,4,,3,4,2,1,1,4,2,1,1,4,2,2,2
151,4,4,4,4,1,1,3,3,5,5,4,4,5,5,1,5,2,54,3,4,1,1,12,1,2,0,3,1,4,2,4,5,5,5,5,4,4,4,4,4,3,4,3,4,2,2,3,3,2,2,2,3,2,4,3,3,3
152,1,1,2,4,1,1,1,1,2,5,3,4,5,5,5,7,6,68,4,4,1,0,10,3,5,1,3,1,1,4,3,3,3,4,5,2,1,4,1,2,3,1,3,2,1,4,1,1,1,4,3,3,1,1,1,1,1
154,2,4,2,3,3,1,3,2,2,5,3,2,2,3,1,6,4,49,3,4,1,1,19,4,9,1,3,1,2,3,3,4,5,5,5,3,3,4,1,2,2,3,2,2,2,4,4,3,2,4,2,2,2,2,2,2,2
155,2,2,3,3,3,3,2,2,4,5,3,2,4,4,7,4,3,47,3,3,3,1,11,4,9,1,2,3,1,1,4,4,2,2,4,3,1,3,1,3,2,2,2,2,2,1,1,2,1,3,1,2,1,1,1,1,1
156,2,2,2,3,1,1,3,3,1,2,1,1,1,1,5,4,6,31,2,4,1,0,19,2,3,1,2,4,1,2,1,1,1,1,1,2,2,4,4,3,4,1,4,4,4,1,2,2,2,2,4,3,2,2,1,1,1
157,2,3,2,3,2,1,2,2,3,1,2,3,2,4,7,6,5,34,2,3,2,0,19,3,5,1,2,2,2,3,4,2,3,3,4,3,2,2,2,1,2,2,2,2,1,3,1,4,,3,2,1,3,1,2,2,1
158,1,1,2,2,2,2,2,2,3,3,3,3,2,2,2,3,1,37,2,1,4,0,16,3,7,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2
159,4,3,4,4,4,2,3,2,3,4,3,2,3,3,1,6,3,43,2,4,1,1,19,3,7,1,3,1,1,1,4,4,2,2,5,2,2,3,1,3,2,4,2,1,2,3,4,2,1,2,2,2,2,3,2,3,2
160,3,3,4,4,3,1,2,2,4,5,3,2,4,4,5,2,4,67,4,4,1,0,19,3,5,1,2,4,1,2,4,5,2,2,5,4,3,2,2,4,3,4,3,3,3,4,2,3,3,4,3,2,2,3,3,3,3
161,3,3,3,4,2,1,2,2,3,2,2,3,3,2,3,3,1,57,3,3,1,1,16,3,7,1,2,3,2,1,4,4,3,3,5,3,3,4,2,4,2,4,2,2,2,4,2,2,1,2,4,1,1,3,2,2,2
162,3,3,4,4,2,2,2,1,2,2,2,2,3,3,7,4,2,44,2,3,2,1,5,3,5,0,1,3,3,3,5,5,5,5,5,4,1,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,3,,3,3,3
163,2,2,3,3,2,2,2,2,5,5,2,1,3,2,7,5,3,62,4,3,5,1,6,1,1,0,2,2,2,1,3,4,3,3,3,3,2,4,3,3,3,2,3,3,3,3,1,1,1,3,1,1,1,3,2,2,2
164,2,3,3,4,2,1,2,1,3,5,3,2,3,3,6,5,2,37,2,4,2,1,16,1,2,1,1,1,2,1,2,4,2,4,5,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,1,1,1
165,2,2,3,4,3,1,2,2,4,5,1,1,2,2,6,2,6,41,2,4,1,1,17,4,9,1,2,3,1,2,4,5,2,1,3,3,2,2,3,3,3,2,3,3,3,1,1,1,1,3,2,3,1,1,1,1,1
166,3,3,4,4,2,2,3,3,4,3,3,2,3,3,5,3,6,55,3,2,1,1,8,2,4,0,2,2,3,2,5,5,5,5,5,3,3,3,3,3,3,3,3,3,2,2,3,1,1,3,3,2,2,3,1,2,2
167,3,2,4,2,3,2,2,2,4,2,3,2,4,3,6,3,2,51,3,4,4,1,12,3,7,1,2,3,2,2,5,5,4,4,4,3,3,3,3,3,4,4,4,3,3,1,2,2,1,1,1,1,1,4,3,3,3
168,2,3,3,3,3,2,2,2,3,4,2,2,3,3,6,2,5,41,2,4,1,0,16,1,2,1,2,2,3,4,5,5,1,5,5,2,2,2,2,3,2,2,2,1,2,2,1,3,2,2,2,1,2,3,2,2,2
169,1,1,,,,,,,,,,,,,5,4,6,54,3,1,1,0,3,3,6,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1
170,3,3,4,4,2,1,2,1,4,5,2,1,3,2,1,5,4,80,4,4,1,0,17,4,8,1,2,3,1,2,4,5,2,2,4,2,2,2,2,3,2,3,3,2,3,4,2,2,2,4,3,1,1,3,1,2,1
171,1,3,3,4,1,1,4,3,2,4,1,1,2,2,7,2,5,47,3,4,1,0,14,1,2,1,3,1,2,2,,,,,,4,1,1,1,4,3,3,3,1,3,1,1,2,4,2,3,2,4,1,1,1,1
172,3,4,4,4,4,2,2,3,5,5,3,3,4,4,7,4,2,59,3,3,2,1,3,1,2,1,2,3,3,1,4,5,3,4,5,4,1,3,2,4,3,1,4,2,4,2,3,2,1,4,2,2,4,4,2,3,2
173,4,4,2,2,2,2,2,2,2,2,2,2,3,3,5,7,6,23,1,2,5,0,17,3,5,1,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4
174,2,2,4,4,4,1,2,2,3,5,1,2,3,4,7,2,4,74,4,4,1,0,16,1,2,1,2,3,1,1,2,4,1,1,3,3,2,3,2,3,4,3,3,3,3,4,1,2,3,2,2,2,1,1,1,1,1
175,2,2,4,3,2,2,2,3,3,5,2,2,3,3,7,3,6,40,2,3,1,0,19,4,9,1,2,2,2,2,2,2,2,2,1,3,2,2,3,3,3,2,3,3,3,1,1,2,2,2,2,2,1,2,2,3,3
176,3,2,4,3,4,1,3,3,4,5,4,3,5,4,3,4,2,22,1,3,1,0,13,3,7,1,4,2,1,1,4,5,1,1,4,4,2,4,3,2,1,4,2,1,3,2,3,3,3,4,4,2,1,2,2,2,2
177,3,2,3,4,3,3,2,2,4,5,3,2,3,1,2,4,6,49,3,1,4,0,10,3,7,1,2,2,3,3,5,5,4,3,5,2,2,2,2,2,2,3,3,1,1,1,4,1,1,4,1,1,1,3,2,2,2
178,2,2,4,4,1,1,1,1,5,5,3,3,5,5,3,4,6,21,1,3,1,1,17,3,6,1,2,3,3,3,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2
179,1,1,2,2,2,2,2,2,2,2,2,2,3,3,6,4,6,23,1,2,1,0,2,4,8,0,1,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
180,4,3,4,4,3,3,3,3,5,5,3,2,3,3,1,7,2,54,3,2,1,0,17,1,2,1,2,1,4,3,4,4,3,3,5,4,2,4,3,4,3,4,3,2,2,3,1,4,1,3,3,2,1,4,2,4,1
181,2,2,3,3,3,3,2,2,2,4,3,3,3,3,5,4,3,71,4,4,1,0,14,1,2,1,2,3,2,1,5,5,2,2,5,2,2,2,2,2,4,3,4,3,2,4,1,2,2,4,2,2,1,3,2,2,2
182,2,2,3,4,3,1,4,4,4,5,2,3,3,4,1,7,6,49,3,4,1,0,11,4,8,0,3,1,2,3,1,1,3,4,1,3,3,4,1,2,1,2,1,1,1,4,2,1,1,2,4,4,1,1,1,1,1
183,3,2,3,4,3,3,2,2,3,5,3,2,4,4,2,7,4,76,4,2,1,1,13,3,7,1,2,1,2,2,3,3,4,4,3,3,3,4,2,2,2,3,2,2,3,1,3,3,2,3,3,3,1,3,2,2,2
184,2,2,3,3,1,1,2,2,4,4,2,2,3,3,6,4,2,41,2,4,1,0,16,1,2,1,2,1,2,3,5,4,4,5,3,2,4,4,4,2,4,4,4,2,2,1,1,1,1,4,1,1,1,2,2,2,2
185,2,2,3,4,2,2,3,2,3,3,3,2,4,2,1,6,3,49,3,2,1,0,14,1,2,1,2,1,1,2,3,4,2,3,4,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,1,2,1,1,1,1,1
187,3,4,3,2,3,2,3,3,3,3,3,2,3,3,6,4,3,35,2,1,4,0,13,4,9,1,3,1,3,3,2,3,3,3,1,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,2,3,2,2,2,3,3
188,3,2,3,2,4,2,3,2,3,3,4,2,5,3,6,4,6,54,3,2,1,1,10,1,2,1,3,1,1,4,5,5,3,3,5,2,3,3,3,2,3,3,3,2,3,1,1,3,3,2,2,1,3,3,1,3,1
189,2,2,2,3,3,1,1,3,4,3,3,3,3,3,1,6,6,51,3,4,1,0,16,1,2,1,3,1,3,3,2,2,5,5,1,3,3,4,2,2,1,4,1,2,2,3,4,3,1,2,3,4,2,3,2,3,1
190,2,2,3,3,2,1,3,2,3,3,2,2,3,4,3,4,5,72,4,1,3,1,12,3,5,0,2,3,3,2,4,4,5,5,4,3,4,4,1,3,1,2,2,2,2,2,3,2,1,2,2,1,1,2,2,2,2
191,3,4,3,4,2,2,2,1,2,4,3,4,4,5,2,6,6,61,4,3,1,0,16,4,9,1,3,1,3,1,4,4,5,5,3,3,4,4,3,2,1,4,2,2,2,2,3,3,1,3,3,2,2,2,2,2,2
192,1,1,4,4,2,1,2,2,3,4,2,1,2,1,6,5,1,86,4,2,1,1,13,4,9,1,1,2,1,2,2,4,3,3,3,2,1,2,2,3,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1
193,3,3,2,3,4,1,3,3,2,5,4,1,4,5,3,3,2,41,2,4,1,0,14,3,5,1,3,2,1,2,4,4,1,1,1,3,1,,2,4,4,1,3,2,2,3,1,1,1,2,1,4,1,2,1,3,3
194,4,4,4,4,3,2,3,2,3,2,4,3,5,5,1,6,2,87,4,3,1,1,13,4,9,1,3,2,4,3,4,5,5,5,1,3,4,3,2,3,1,4,1,1,2,3,3,1,1,1,1,2,1,3,2,3,4
195,2,2,4,4,3,3,3,2,4,5,2,2,3,3,1,6,2,68,4,4,1,0,18,1,1,1,2,1,3,3,2,3,4,4,1,3,4,4,3,2,2,3,2,1,2,1,2,2,1,1,4,3,1,3,1,3,2
196,3,3,4,4,3,3,4,4,3,5,3,4,4,4,1,6,1,36,2,4,1,1,16,4,8,1,3,2,2,2,4,4,2,3,1,3,3,4,4,2,1,3,1,2,4,3,2,2,2,2,3,3,2,2,3,3,3
197,2,3,3,3,2,1,3,2,3,5,2,2,3,3,1,6,3,31,2,4,1,0,17,3,7,1,3,1,4,2,1,5,1,2,1,3,1,3,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,4,2,2,2
198,2,3,4,4,3,3,2,1,3,3,3,2,3,3,4,4,6,31,2,1,1,0,13,3,5,1,2,2,1,3,3,3,2,2,3,2,2,3,3,3,3,2,3,3,3,2,2,2,2,2,3,1,2,2,1,2,2
199,3,3,4,3,1,1,2,2,2,2,2,2,3,3,6,3,5,61,4,2,1,0,17,2,3,1,1,2,2,1,4,5,4,2,4,4,3,4,4,4,3,4,3,3,3,4,1,4,2,4,2,2,1,2,2,2,2
200,2,1,3,2,4,1,2,2,3,2,2,1,3,3,6,4,5,28,1,4,1,0,13,2,3,1,3,1,2,2,5,5,1,3,2,3,1,4,3,3,4,4,3,2,2,1,1,2,1,2,4,2,2,3,1,1,1
201,2,2,2,3,2,3,3,3,4,4,1,1,2,3,7,4,4,28,1,3,1,0,13,2,3,1,3,2,2,2,4,4,4,3,3,3,2,3,2,4,3,4,3,2,3,1,2,2,3,3,1,1,1,4,2,2,1
202,1,2,3,3,1,1,2,2,3,4,3,3,3,3,1,6,3,59,3,3,4,1,16,4,9,1,1,1,2,2,4,4,2,2,4,2,3,3,2,2,1,3,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1
203,4,3,4,4,4,2,1,2,4,5,4,3,5,5,3,6,6,73,4,4,1,1,19,1,1,1,3,1,4,4,5,5,2,4,5,3,2,4,3,3,2,3,3,1,3,4,2,2,2,2,1,2,1,3,2,2,2
204,2,2,2,2,2,3,2,2,2,2,1,1,2,2,5,4,6,27,1,3,1,0,12,3,6,1,2,2,1,2,1,1,2,1,1,2,2,3,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1
205,2,3,4,4,2,1,2,1,3,5,2,2,3,5,5,5,4,71,4,2,4,0,12,2,3,1,2,2,4,1,5,5,5,3,5,4,2,4,3,2,3,3,3,2,3,2,2,2,2,2,2,2,1,3,1,3,2
206,2,1,4,4,2,2,4,4,4,5,2,2,3,3,1,6,5,44,2,3,1,1,8,2,3,0,2,3,2,2,4,4,2,2,5,4,2,2,2,4,2,4,2,3,2,3,2,2,2,4,1,2,2,2,1,1,1
207,2,3,2,4,3,2,4,3,1,5,2,3,2,2,4,4,6,45,3,4,1,0,19,1,2,1,3,3,3,2,2,3,2,2,2,2,1,2,1,1,2,2,2,1,1,3,2,4,4,2,2,4,1,2,2,1,1
208,2,2,3,3,3,1,3,2,4,2,2,1,3,2,6,4,5,43,2,2,1,0,9,2,4,1,2,2,3,2,3,3,3,3,5,3,2,2,3,4,1,2,3,3,1,3,3,3,3,3,3,3,2,2,1,1,1
209,2,2,4,2,3,2,3,3,4,4,2,1,3,2,1,6,6,59,3,3,1,0,19,3,5,1,2,1,3,4,1,2,4,4,5,3,3,2,3,2,1,4,2,1,3,4,1,1,1,2,2,2,4,1,1,1,1
210,3,3,4,4,1,1,3,3,4,5,4,4,5,5,6,4,1,29,1,2,4,0,12,3,5,1,1,2,1,2,4,4,1,3,4,1,1,3,2,2,2,3,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2
211,4,3,4,3,3,3,4,4,5,5,4,4,5,5,7,1,6,53,3,2,1,0,6,2,3,1,2,4,2,1,3,3,3,3,3,3,3,2,4,,4,4,4,4,4,1,2,1,4,4,2,1,4,4,4,4,4
212,1,1,3,3,3,3,3,3,3,3,2,2,3,3,2,4,2,25,1,3,1,0,11,2,3,1,2,2,2,2,3,3,3,3,3,3,3,3,1,3,1,3,1,1,3,1,1,4,1,4,1,1,1,2,1,1,1
213,1,2,2,3,1,1,4,4,2,3,2,2,2,2,6,4,6,52,3,3,1,0,9,3,5,1,2,2,1,2,4,5,1,1,5,3,2,2,2,3,3,3,3,3,3,2,1,2,2,2,3,2,2,1,1,1,1
214,2,2,2,2,2,2,2,2,3,3,2,2,3,3,7,4,5,26,1,1,2,1,1,2,3,0,3,,,,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,3,2,2,2,3,2,2,2,4,1,1,1
215,3,2,3,2,4,1,2,3,3,4,3,3,4,4,3,4,3,30,2,1,4,0,7,3,7,1,2,3,1,3,4,4,2,3,4,,2,2,2,2,2,,,,2,2,3,2,2,2,3,3,3,4,3,3,3
216,2,2,3,3,1,1,3,3,2,2,2,2,1,1,6,4,2,78,4,2,4,0,7,3,5,1,2,2,4,4,5,5,5,5,5,2,3,3,2,2,2,3,2,2,2,3,4,4,3,3,4,4,3,2,2,2,3
217,2,1,2,3,1,1,3,3,3,2,1,1,1,1,7,3,6,43,2,4,1,0,11,2,4,0,2,2,1,3,4,3,3,3,4,3,1,1,2,2,2,2,1,4,3,2,1,3,2,2,2,2,3,2,2,1,2
218,2,3,3,4,1,1,2,2,3,5,4,4,4,4,3,6,4,65,4,3,4,1,18,4,9,1,3,1,3,1,1,4,4,1,1,4,3,4,2,2,1,2,2,1,2,3,2,2,1,2,2,4,1,2,1,1,1
219,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,6,1,61,4,1,4,0,8,1,2,0,4,2,3,2,2,2,5,2,5,3,3,3,2,3,2,4,2,2,2,2,4,1,3,4,3,4,2,3,2,2,2
220,2,2,2,2,,,,,,,,,,,2,4,2,57,3,2,4,1,11,1,2,0,2,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,,2,2,2
221,3,4,4,4,3,3,2,2,4,4,3,3,3,3,5,4,3,62,4,3,4,1,1,1,2,0,2,2,2,2,5,5,5,5,5,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,1,4,2,2,2
222,4,4,4,4,1,1,1,1,5,5,4,4,5,5,5,1,6,36,2,3,1,0,14,4,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4
223,2,2,3,3,2,2,2,2,4,5,3,3,3,3,3,2,5,47,3,3,1,0,9,3,6,1,2,2,2,2,4,4,4,3,4,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,3,1,1,1
224,2,1,2,1,3,,3,3,1,1,2,2,2,2,6,5,4,81,4,1,1,1,3,2,3,0,4,2,,1,5,5,4,5,5,4,3,4,2,4,1,4,2,1,2,2,4,,2,4,2,2,4,2,1,1,1
225,4,4,4,4,4,4,,,5,5,4,4,5,5,1,4,1,69,4,1,3,0,15,1,2,1,3,4,4,4,5,5,5,5,5,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4
227,2,2,3,3,3,1,1,1,3,4,2,3,2,3,6,5,5,49,3,1,1,0,14,4,8,1,3,3,2,2,2,5,3,4,4,3,3,2,2,2,2,4,3,2,3,1,3,4,1,2,3,1,1,3,1,1,1
228,3,4,3,3,1,1,3,3,4,5,3,3,3,4,3,4,4,26,1,4,1,0,16,2,4,1,2,2,2,2,4,4,2,2,4,4,2,2,2,4,3,4,2,2,3,1,2,2,1,2,2,2,2,2,2,4,3
229,4,3,3,3,1,1,3,3,3,3,2,2,3,3,7,4,1,58,3,4,2,0,13,3,6,1,1,2,2,2,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,2,2,2
230,4,4,3,4,1,1,4,4,2,5,3,3,4,4,3,5,6,45,3,1,1,0,15,4,9,1,4,1,3,1,4,5,4,5,3,4,4,4,3,4,1,4,1,1,3,1,2,2,1,2,4,2,1,2,2,3,3
231,2,2,4,3,2,2,3,3,3,3,3,3,3,3,4,4,6,40,2,2,4,0,13,4,9,1,2,2,2,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,2,3,3,3,3,4,3,2,2,1,1,1,1
232,2,4,3,4,4,3,2,4,3,5,3,3,4,4,3,4,6,64,4,3,1,0,4,2,3,0,2,2,3,2,3,3,4,4,4,2,2,3,1,2,1,3,2,2,1,1,2,2,3,2,1,2,1,3,1,2,2
233,2,2,3,3,3,2,3,3,3,4,2,2,3,3,1,6,4,57,3,3,1,0,13,3,7,1,3,3,2,3,5,5,4,3,4,2,3,4,3,3,4,3,3,3,2,3,2,2,2,3,2,2,2,2,1,2,2
234,1,1,3,3,1,1,2,2,5,4,1,1,1,1,5,4,2,41,2,3,1,1,14,3,6,1,1,2,1,3,3,3,2,3,4,3,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1
235,3,3,4,3,4,2,3,2,5,5,3,3,4,4,7,5,2,61,4,3,2,1,14,3,5,0,3,1,2,1,5,5,1,1,5,4,2,4,3,4,3,4,3,4,3,2,1,3,3,2,3,3,3,4,2,2,2
236,4,3,4,4,4,4,2,3,5,4,2,2,3,2,2,4,3,39,2,2,1,1,8,1,2,1,1,4,2,3,4,2,5,3,2,3,2,3,3,3,3,4,3,2,3,2,2,1,2,2,2,1,1,4,4,4,4
237,2,2,4,4,2,2,3,3,4,4,4,4,3,3,7,2,3,44,2,4,4,0,12,3,7,1,2,1,4,2,1,5,1,1,5,2,4,3,4,3,1,4,2,3,4,1,1,2,3,2,3,3,3,3,1,2,2
238,2,2,4,4,4,4,3,3,5,5,3,4,4,5,5,5,6,80,4,2,1,1,13,3,5,1,2,2,2,2,5,5,3,4,5,4,3,4,3,4,3,4,2,4,4,1,1,4,1,4,2,1,1,4,2,2,2
239,2,2,4,3,3,3,4,4,4,4,3,3,3,3,7,2,3,29,1,4,2,1,17,3,5,1,3,4,1,1,4,4,1,1,5,4,4,4,4,,4,4,4,4,4,2,1,3,1,1,1,1,2,2,1,1,1
240,2,2,3,3,1,1,2,2,4,4,2,2,3,3,6,3,2,66,4,3,2,1,15,3,5,1,1,3,1,2,4,4,3,3,5,2,2,3,2,2,4,3,3,3,3,2,1,3,1,2,2,2,1,2,2,2,2
242,3,2,2,2,2,2,,2,2,3,2,3,2,2,6,1,6,52,3,3,4,0,13,4,9,0,1,2,2,2,4,4,4,4,4,4,2,4,3,2,4,2,3,2,1,1,1,1,1,2,1,2,1,4,3,1,3
243,3,3,4,4,3,2,4,4,5,5,3,3,4,5,7,2,6,66,4,4,2,0,12,3,5,0,2,4,1,1,5,5,1,1,1,4,2,4,4,3,4,4,4,4,4,3,3,1,1,3,2,1,1,3,3,3,3
244,2,3,3,4,3,3,4,4,4,5,3,3,2,4,1,6,2,35,2,4,1,1,13,4,8,1,3,3,4,3,5,4,3,5,5,3,3,4,2,4,2,4,3,2,4,2,2,4,4,4,4,2,3,2,1,1,1
245,4,4,4,4,4,4,3,2,5,4,4,3,4,4,6,4,5,66,4,3,1,1,6,1,2,0,3,1,3,1,5,5,3,3,5,3,2,4,3,3,4,4,4,2,4,1,2,4,4,4,1,3,1,3,1,3,1
246,,,,,,,,,,,,,,,4,,,26,1,1,4,1,19,3,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2,2,3,3,3,2,3,2,2,5,3,2,3,3,3,6,1,67,4,4,1,0,7,2,3,1,3,1,3,3,4,5,4,5,5,3,2,4,1,1,1,4,1,1,2,3,4,2,2,4,1,3,1,1,1,1,2
248,1,1,4,4,3,3,3,3,4,5,2,2,3,3,5,4,6,60,4,3,1,1,16,3,7,0,1,1,3,2,5,5,4,5,5,3,3,2,2,3,3,2,4,2,4,1,1,1,1,1,2,1,1,3,1,1,1
249,3,2,3,3,2,2,2,2,3,1,3,2,3,2,3,4,5,44,2,3,1,0,19,2,3,1,3,1,4,1,4,5,2,5,5,4,3,3,1,2,1,4,1,1,4,3,3,2,1,1,3,2,1,2,2,2,2
250,3,2,4,4,3,3,2,1,4,5,3,2,4,2,2,2,6,75,4,2,1,1,4,1,1,1,2,3,1,1,5,5,5,4,1,3,3,4,3,3,2,4,2,3,3,3,2,2,1,3,3,1,1,4,2,2,2
